//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agreSSIVE 4nessType
// pest control
//Zombie - 24
75 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE 4
//Zombie - 25
76 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE 4
//Giant bat - 21
78 - 320 4915 4916 4917 4 1 36 0 MELEE -1 -1 AGRESSIVE 4
//Death wing - 83
79 - 780 4915 4916 4917 4 1 60 80 MELEE -1 -1 AGRESSIVE 4
//Cow - 2
81 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE 4
//Lesser demon - 82
82 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE 4
//Greater demon - 92
83 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE 4
//Black demon - 172
84 - 1570 -1 -1 -1 5 1 60 167 MELEE -1 -1 AGRESSIVE 4
//Giant rat - 2
86 - 53 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE 4
//Giant rat - 6
87 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE 4
//Dungeon rat - 12
88 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Skeleton Mage - 16
94 - 170 -1 -1 -1 4 1 60 100 MAGE -1 -1 PASSIVE 4
//White wolf - 38
97 - 450 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE 4
//Goblin - 2
100 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE 4
//Goblin - 5
101 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE 4
//Goblin - 13
102 - 120 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE 4
//Ghost - 19
103 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE 4
//Ghost - 19
104 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE 4
//Grizzly bear - 21
105 - 270 4925 4927 4929 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Black bear - 19
106 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE 4
//Scorpion - 14
107 - 170 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Poison Scorpion - 20
108 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Pit Scorpion - 28
109 - 320 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Fire giant - 86
110 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE 4
//Ice giant - 53
111 - 700 4672 4671 4673 6 1 60 77 MELEE -1 -1 AGRESSIVE 4
//Moss giant - 42
112 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE 4
//Jogre - 53
113 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE 4
//Mogre - 60
114 - 480 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE 4
//Ogre - 53
115 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE 4
//Cyclops - 56
116 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE 4
//Hill Giant - 28
117 - 350 4652 4654 4653 7 1 60 48 MELEE -1 -1 AGRESSIVE 4
//dwarf
118 - 160 99 100 102 7 1 60 48 MELEE -1 -1 PASSIVE 4
119 - 610 -1 -1 -1 5 1 60 63 MELEE -1 -1 AGRESSIVE 4
//Earth warrior - 51
124 - 540 -1 -1 -1 5 1 60 56 MELEE -1 -1 AGRESSIVE 4
//Ice warrior - 57
125 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE 4
//Otherworldly being - 64
126 - 660 -1 -1 -1 5 1 60 70 MELEE -1 -1 PASSIVE 4
//Magic axe - 42
127 - 440 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Poison spider - 64
134 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE 4
//Terrorbird - 28
138 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE 4
//Terrorbird - 28
139 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE 4
//Soulless - 18
140 - 240 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Big Wolf - 73
141 - 740 -1 -1 -1 4 1 60 74 MELEE -1 -1 AGRESSIVE 4
//Jungle Wolf - 64
143 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE 4
//King Scorpion - 32
144 - 300 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Ice warrior - 57
145 - 590 -1 -1 -1 5 1 60 61 MELEE -1 -1 AGRESSIVE 4
//Shadow warrior - 48
158 - 670 -1 -1 -1 5 1 60 65 MELEE -1 -1 AGRESSIVE 4
//Gnome woman - 1
168 - 20 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE 4
//Gnome woman - 1
169 - 20 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE 4
//Man - 2
170 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE 4
//Dark wizard - 20
172 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE 4
//Invrigar the Necromancer - 20
173 - 240 -1 -1 -1 5 1 60 30 MELEE -1 -1 PASSIVE 4
//Dark wizard - 7
174 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE 4
//Mugger - 6
175 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE 4
//Black Knight - 33
178 - 420 390 388 836 6 1 60 47 MELEE -1 -1 AGRESSIVE 4
//Black Knight - 33
179 - 420 390 388 836 6 1 60 47 MELEE -1 -1 AGRESSIVE 4
//Highwayman - 5
180 - 130 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Chaos druid - 13
181 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Pirate - 23
182 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Pirate - 23
183 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Pirate - 26
184 - 230 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Rogue - 15
187 - 170 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Monk of Zamorak - 22
188 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Monk of Zamorak - 17
189 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Monk of Zamorak - 45
190 - 400 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Chaos druid warrior - 37
193 - 400 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE 4
//Jailer - 47
201 - 470 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE 4
//Black Heather - 34
202 - 370 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE 4
//Donny the Lad - 34
203 - 370 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE 4
//Speedy Keith - 34
204 - 370 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE 4
//Salarin the Twisted - 70
205 - 700 -1 -1 -1 4 1 60 74 MELEE -1 -1 AGRESSIVE 4
//Black Knight Titan - 120
221 - 1420 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE 4
//Dungeon rat - 12
224 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Renegade Knight - 37
237 - 490 -1 -1 -1 4 1 60 75 MELEE -1 -1 AGRESSIVE 4
//Thrantax the Mighty - 92
238 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE 4
//Sir Mordred - 39
247 - 500 -1 -1 -1 4 1 60 57 MELEE -1 -1 AGRESSIVE 4
//Khazard Guard - 23
255 - 220 -1 -1 -1 6 1 60 30 MELEE -1 -1 PASSIVE 4
//Khazard Guard - 23
256 - 220 -1 -1 -1 6 1 60 30 MELEE -1 -1 PASSIVE 4
//Bouncer - 137
269 - 1160 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE 4
//Guardian of Armadyl - 45
274 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE 4
//Fire Warrior of Lesarkus - 84
277 - 590 -1 -1 -1 4 1 60 80 MAGE -1 -1 PASSIVE 4
//Thief - 14
282 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Guard - 21
296 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Guard - 21
297 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Guard - 21
298 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Guard - 21
299 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Ogre - 58
374 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE 4
//Cow - 2
397 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE 4
//Bat - 6
412 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Goblin - 5
444 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE 4
//Goblin - 5
445 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE 4
//Giant rat - 3
446 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE 4
//Jail guard - 26
447 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE 4
//Jail guard - 26
448 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE 4
//Jail guard - 26
449 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE 4
//Skeleton warlock - 11
459 - 180 -1 -1 -1 4 1 60 30 MAGE -1 -1 AGRESSIVE 4
//Khazard trooper - 19
475 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE 4
//Khazard warlord - 112
477 - 1690 -1 -1 -1 5 1 60 92 MELEE -1 -1 AGRESSIVE 4
//Ghost - 24
491 - 200 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE 4
//Grave scorpion - 12
493 - 70 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE 4
//Undead one - 68
502 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE 4
//Undead one - 68
504 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE 4
//Undead one - 73
505 - 600 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE 4
//Nazastarool - 91
507 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE 4
//Nazastarool - 68
508 - 750 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE 4
//Nazastarool - 93
509 - 1100 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE 4
//Fortress guard - 20
609 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE 4
//Jonny the beard - 2
645 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Chronozon - 170
667 - 600 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE 4
//Black demon - 172
677 - 1570 -1 -1 -1 5 1 60 167 MELEE -1 -1 AGRESSIVE 4
//Tower Archer - 19
688 - 300 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE 4
//Tower Archer - 34
689 - 500 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE 4
//Tower Archer - 49
690 - 700 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE 4
//Tower Archer - 64
691 - 900 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE 4
//Angry barbarian spirit - 166
749 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE 4
//Enraged barbarian spirit - 166
750 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE 4
//Berserk barbarian spirit - 166
751 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE 4
//Ferocious barbarian spirit - 166
752 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE 4
//Melzar the Mad - 43
753 - 440 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE 4
//Glophren - 100
767 - 880 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE 4
//Ice Queen - 111
795 - 1050 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE 4
//Pirate Guard - 19
799 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Rowdy slave - 10
827 - 180 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Shantay Guard - 22
837 - 320 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE 4
//Ugthanki - 42
840 - 460 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Possessed pickaxe - 50
842 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE 4
//Ogre chieftain - 81
852 - 600 -1 -1 -1 5 1 60 90 MELEE -1 -1 PASSIVE 4
//Gorad - 68
856 - 810 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE 4
//Enclave guard - 83
870 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE 4
//Colonel Radick - 38
878 - 710 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE 4
//Delrith - 27
879 - 70 64 65 67 4 4 60 30 MELEE -1 -1 PASSIVE 4
//DT Delrith
14578 - 70 64 65 67 4 4 60 30 MELEE -1 -1 PASSIVE 4
//Clivet - 13
893 - 250 -1 -1 -1 4 1 60 200 MELEE -1 -1 PASSIVE 4
//Hazeel Cultist - 13
894 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Battle mage - 54
912 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE 4
//Battle mage - 54
913 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE 4
//Battle mage - 54
914 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE 4
//Jail guard - 26
917 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE 4
//Jungle savage - 90
931 - 900 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE 4
//Nezikchened - 187
934 - 1500 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE 4
//Ranalph Devere - 92
938 - 1300 -1 -1 -1 4 1 60 230 MELEE -1 -1 AGRESSIVE 4
//Green dragon - 79
941 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE 4
//Giant rat - 3
950 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE 4
//Sir Jerro - 62
988 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE 4
//Sir Carl - 62
989 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE 4
//Sir Harry - 62
990 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE 4
//Kalrag - 89
997 - 910 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Othainian - 91
998 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE 4
//Doomion - 91
999 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE 4
//Holthion - 91
1000 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE 4
//Disciple of Iban - 13
1002 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Spider - 1
1004 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE 4
//Zamorak wizard - 65
1007 - 730 -1 -1 -1 5 1 60 200 MAGE -1 -1 AGRESSIVE 4
//Poison spider - 31
1009 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE 4
//Chicken - 1
1017 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE 4
//Rooster - 3
1018 - 70 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE 4
//Fire elemental - 35
1019 - 300 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE 4
//Earth elemental - 35
1020 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE 4
//Air elemental - 34
1021 - 300 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE 4
//Water elemental - 34
1022 - 300 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE 4
//Monk of Zamorak - 22
1044 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Monk of Zamorak - 17
1045 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Monk of Zamorak - 30
1046 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Ghast - 30
1053 - 450 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Ocga - 5
1085 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Penda - 5
1087 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Hygd - 4
1088 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Ceolburg - 4
1089 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//White Knight - 36
1092 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE 4
//Stick - 104
1096 - 1400 -1 -1 -1 7 1 60 300 MELEE -1 -1 AGRESSIVE 4
//Pee Hat - 91
1097 - 1260 -1 -1 -1 4 1 60 250 MELEE -1 -1 PASSIVE 4
//Kraka - 91
1098 - 1200 -1 -1 -1 6 1 60 233 MELEE -1 -1 AGRESSIVE 4
//Thrower Troll - 67
1101 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE 4
//Thrower Troll - 67
1102 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE 4
//Thrower Troll - 67
1103 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE 4
//Thrower Troll - 67
1104 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE 4
//Thrower Troll - 67
1105 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1106 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1107 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1108 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1109 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1110 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1111 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Mountain troll - 69
1112 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Troll general - 113
1115 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE 4
//Troll general - 113
1116 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE 4
//Troll general - 171
1117 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE 4
//Troll spectator - 71
1118 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1119 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1120 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1121 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1122 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1123 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Troll spectator - 71
1124 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE 4
//Dad - 101
1125 - 1200 -1 -1 -1 4 1 60 280 MELEE -1 -1 PASSIVE 4
//Berry - 71
1127 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE 4
//Berry - 71
1129 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE 4
//Mountain troll - 71
1138 - 910 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE 4
//Kalphite Worker - 28
1153 - 400 6223 6227 6228 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Kalphite Soldier - 85
1154 - 900 6223 6227 6229 4 1 60 80 MELEE -1 -1 AGRESSIVE 4
//Kalphite Guardian - 141
1155 - 1240 6224 6227 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE 4
//Kalphite Worker - 28
1156 - 400 6223 6227 6228 5 1 60 34 MELEE -1 -1 PASSIVE 4
//Kalphite Guardian - 141
1157 - 1240 6224 6232 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE 4
//Kalphite Queen - 333
1158 - 2550 6241 6232 6242 5 2 -1 314 SPECIAL -1 -1 AGRESSIVE 4
//Kalphite Queen - 333
1160 - 2550 6235 6237 6233 5 4 60 314 SPECIAL -1 -1 AGRESSIVE 4
//The Shaikahan - 83
1172 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 AGRESSIVE 4
//Rabbit - 2
1192 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Rabbit - 2
1193 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Rabbit - 2
1194 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE 4
//Grizzly bear - 42
1195 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE 4
//Grizzly bear cub - 33
1196 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE 4
//Grizzly bear cub - 36
1197 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE 4
//Tyras guard - 110
1200 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE 4
//Tyras guard - 110
1203 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE 4
//Tyras guard - 110
1204 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE 4
//Ghoul - 42
1218 - 500 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Leech - 52
1219 - 450 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Myre Blamish Snail - 9
1227 - 80 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE 4
//Bruise Blamish Snail - 20
1230 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE 4
//Myre Blamish Snail - 10
1232 - 90 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE 4
//Bruise Blamish Snail - 20
1235 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE 4
//Loar Shadow - 40
1240 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Loar Shade - 40
1241 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE 4
//Phrin Shadow - 60
1243 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Phrin Shade - 60
1244 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Riyl Shadow - 80
1245 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Riyl Shade - 80
1246 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Asyn Shadow - 100
1247 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE 4
//Asyn Shade - 100
1248 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE 4
//Fiyr Shadow - 120
1249 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE 4
//Fiyr Shade - 120
1250 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE 4
//Saradomin wizard - 108
1264 - 1200 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE 4
//Rock Crab - 13
1265 - 510 -1 -1 -1 5 1 60 15 MELEE -1 -1 AGRESSIVE 4
//Rock Crab - 13
1267 - 510 -1 -1 -1 5 1 60 15 MELEE -1 -1 AGRESSIVE 4
//The Draugen - 69
1279 - 690 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE 4
//Freidir - 48
1306 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE 4
//Borrokar - 48
1307 - 510 -1 -1 -1 7 1 60 69 MELEE -1 -1 PASSIVE 4
//Lanzig - 48
1308 - 510 -1 -1 -1 4 1 60 65 MELEE -1 -1 PASSIVE 4
//Fox - 57
1319 - 600 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE 4
//Bunny - 2
1320 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Bunny - 2
1321 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Bear Cub - 15
1326 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Bear Cub - 15
1327 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE 4
//Unicorn Foal - 12
1328 - 150 -1 -1 -1 4 1 60 25 MELEE -1 -1 PASSIVE 4
//Black unicorn Foal - 22
1329 - 250 -1 -1 -1 4 1 60 32 MELEE -1 -1 PASSIVE 4
//Fenris wolf - 64
1330 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1351 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1352 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1353 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1354 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1355 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Dagannoth mother - 100
1356 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE 4
//Skraeling - 2
1367 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Skraeling - 2
1368 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Alrik - 2
1381 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE 4
//Rannveig - 2
